Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $386.26/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode
0x1706479581b5f3912ec61a6fe4039d0a384e345e27cea856149c23a9941f84b4,10998153,1601932941,2020-10-05 21:22:21,0x26b25f4536e349235d4d67fd997ecce368c00248,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,46,0,17767.96,0.00471408,1.8208605408,353.84,,
0x138356949533bd15b4f700b5c7aee6348dcde4e9a9338ecdc8c564f92ed6ec98,10998164,1601933076,2020-10-05 21:24:36,0x34aeb158028a2e8f2cd8db5fd7fa88a47acdca40,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,10,0,3862.6,0.00327408,1.2646461408,353.84,,
0xbdf265e1dd060418d938ad3167acb86c6d1bc18be9b0466022e9fbce67639600,10998167,1601933119,2020-10-05 21:25:19,0x2ea32f87107e50a168ea0834bc92501226e1279f,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.5,0,579.39,0.00327408,1.2646461408,353.84,,
0x0951f87e23cecb3c0270cdfa4a1a577266562bd7978b1cc8faf2a4b1398bcf9d,10998174,1601933200,2020-10-05 21:26:40,0x25d77068bf4bd00b4a4e995cee31ebdbf5cb0558,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.25,0,482.825,0.0027284,1.053871784,353.84,,
0xc589d1067faaf80b88572a181f3030fa9d584d3ddbbf5b69c6d47d963b9f58b9,10998190,1601933407,2020-10-05 21:30:07,0x2ea32f87107e50a168ea0834bc92501226e1279f,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.5,0,579.39,0.00327408,1.2646461408,353.84,,
0x2abf7c553b8bcfe7dee99b35e97f78039afa6b277050d066bbcd021d9e1e4d07,10998215,1601933729,2020-10-05 21:35:29,0xd5d2b447f4923d6d19f238d035686248a52ccafa,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2.8,0,1081.528,0.0039284,1.517383784,353.84,,
0x34475f1afa6d6ad23c7dc2a05956f31fb9fbae6e51673e4768695a80f8762159,10998230,1601933892,2020-10-05 21:38:12,0x2e977e50cbedfca69ed931dc35451a028da2f9bd,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,90,0,34763.4,0.00471408,1.8208605408,353.84,,
0x57c18599e3ace4e53a0d51b45e53756e8fb62740b1d3fa86f7596732048ddf8e,10998265,1601934315,2020-10-05 21:45:15,0xb9b0b782530f6226a4f00ac0b4a4265e9c8b55f2,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.0039284,1.517383784,353.84,,
0xfb6b9b3e918c0a7af807f0c07fb443abce8c73c75142fead8add36bb9cfdde3d,10998273,1601934369,2020-10-05 21:46:09,0x1a65efa9dd4c698020db61496913607765e669ec,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,5,0,1931.3,0.0039284,1.517383784,353.84,,
0x4403e67fe93e2f755b9a2de4c2337f93a2d3dcb52bf70374cca6216373f80f36,10998275,1601934389,2020-10-05 21:46:29,0xfda8b10445a968a98d881a37229107459069f40c,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.75,0,289.695,0.0039284,1.517383784,353.84,,
0x3ee7ad72caf7a7acdc8cf16cb65eb035bae5ce3012a38d8fa0c2d04edaaf77be,10998279,1601934428,2020-10-05 21:47:08,0x44d67d90a2144dcfcac6928eb54e2c42927a5adf,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,7,0,2703.82,0.00327408,1.2646461408,353.84,,
0x165b762537831a239b9ffbb1dad884fe995102a8b56bdaf10a2b1639022e7644,10998281,1601934470,2020-10-05 21:47:50,0x3a5248e267c73fbf6725ef8869e4e3ec76ff06b0,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.0027284,1.053871784,353.84,,
0x16da4884b4a8ef9782d66bbd5b7f9d0338b07250a3af135b750bde029db40c84,10998287,1601934540,2020-10-05 21:49:00,0x7a7892b3ef64abede8348684ba57a37fd7edc0d9,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.0040926,1.580807676,353.84,,
0x9cbc21e12265e10bd99930efa70caeba13e86c4ddb90fbd4489f73a4429d0336,10998303,1601934748,2020-10-05 21:52:28,0x4b39eaf26ee54a089c668435e92e183b2621c4d3,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00375155,1.449073703,353.84,,
0x6d1e45e6db771e4b7332ec1278e29e1b28b39d556a682db5107d51eac5f611e3,10998313,1601934970,2020-10-05 21:56:10,0x2d4005ae33b1e5c05085d46e1ec27c2ef98b8b86,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2.5,0,965.65,0.0058926,2.276075676,353.84,,
0x4254e02f7a05d9731f74179adee0e49c226a68ee1123d250fa7739b800debe24,10998344,1601935519,2020-10-05 22:05:19,0x5bd8085d962998f9a49967a5c4b38e2dc9376a09,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00432124,1.6691221624,353.84,,
0x6a4ae0cd29fc824e643324c56fac5aa5e89bd0f7a3742ce1213305bcc1ab2312,10998352,1601935618,2020-10-05 22:06:58,0xc05bc25eaa52a23476e113b9a139a66e7473b364,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.0058926,2.276075676,353.84,,
0xdfd2924368ce5f33549d4c025f4c7aa71e0f1042688d01d66eac0e4066f7c865,10998356,1601935739,2020-10-05 22:08:59,0xb6e83018aebfb1a56f8f947f945fb8beeb8d7330,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,25,0,9656.5,0.00471408,1.8208605408,353.84,,
0x3853a5bae544c5ba3e2393b17b85fb171d1385f1ec885b810ee14a125aabefd6,10998362,1601935812,2020-10-05 22:10:12,0x1a55be9f9c81bca2eb1579c9b95bfa00cb6caf7f,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00327408,1.2646461408,353.84,,
0x36c1e58fbaac01c4fc80834e72b181f6e0ea1da04283d8748941d52f7403e057,10998364,1601935831,2020-10-05 22:10:31,0x5ffaa0c19944aea86c6e358ae118afc19a17aca4,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.3,0,115.878,0.00471408,1.8208605408,353.84,,
0x4014a2be4323796f8a9bfd81d984a7c500cb4e0bd82cc5d59592650c87f10a20,10998385,1601936204,2020-10-05 22:16:44,0xbd389246cc4cb531f2877a4c39282c4d541e71b0,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00327408,1.2646461408,353.84,,
0x21dbcc01ab5190b8d381dd97e88592f8d3b3ca4dce5eaf51f69e4e7eac663410,10998405,1601936586,2020-10-05 22:23:06,0xd529a9ed6796817eb5cbf9f6d3fd14551d1ebd91,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,10,0,3862.6,0.00334229,1.2909929354,353.84,,
0xc1db5e4b4ef772af55cf9cef808db05941ed12f1af0001433c098c3242bfb0bb,10998411,1601936656,2020-10-05 22:24:16,0x8471b9874cbcd8a535a69af4030eb7d1cb455ead,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.00471408,1.8208605408,353.84,,
0xdc3aca470bcc8138aed466f155cef09dd4ee020879ead10e5c95429d27c80feb,10998431,1601936928,2020-10-05 22:28:48,0x8ce0ffa9a232ebb8f1ece9ae44662d75cc25b84d,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.00334229,1.2909929354,353.84,,
0x23c48bc6c144b0ba3c852205fc939ce5464243cc31baa8c8e004be407a850e0d,10998432,1601936932,2020-10-05 22:28:52,0xc05bc25eaa52a23476e113b9a139a66e7473b364,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.95,0,366.947,0.0040926,1.580807676,353.84,,
0x0fa0f574ad7349bc77139f77e5beed8f243fff7a0d798ce9c729e93e56cfca7f,10998435,1601936956,2020-10-05 22:29:16,0xce15142dff0e6bbfec06bfdb2e8e52a863334ce8,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.65,0,251.069,0.0049105,1.89672973,353.84,,
0x56fce3e50c5161e3cc71cd9e03021053b1fbea3f2867e507761ffd328f677469,10998436,1601936960,2020-10-05 22:29:20,0x4b39eaf26ee54a089c668435e92e183b2621c4d3,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00327408,1.2646461408,353.84,,
0x1b81ef802c18f26a42114db7531bc49436a636f72560f1e49182e682b29730bf,10998470,1601937467,2020-10-05 22:37:47,0x11c82905eec9e42b846f596252132165d763c651,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,4,0,1545.04,0.00608902,2.3519448652,353.84,,
0x92d9d731fa1bb2fa81267b707549709532c6e93fc6f64f3090a731dcf76f761e,10998482,1601937589,2020-10-05 22:39:49,0x77a4880d4006e662d7c87e91d37588e9b1132b9c,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.57,0,220.1682,0.00507519817,1.9603460451442,353.84,,
0x1196c162386b2bb8c0d8820cf5f866e5e6ee4453931a5f699851d0538ed26bd1,10998571,1601938696,2020-10-05 22:58:16,0xa72f63bffc060b0454f3693d4a9f0e3039479c17,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.05,0,19.313,0.005185488,2.00294659488,353.84,,
0x70d4d9720b5f2a8bf328ab874086d117c17eb8f83f673b87fa9f48f65895a72a,10998580,1601938803,2020-10-05 23:00:03,0x71fe41c174277d4f6d52bfb10b7ce8cb55bad9fe,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.75,0,289.695,0.00530334,2.0484681084,353.84,,
0x9e92bb8be2dd94a51132a8c9068e3d1a40002df111997eb77435ad37183547e3,10998613,1601939230,2020-10-05 23:07:10,0x7f4a95012b076798e3e4090222f7045e122a689a,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.1,0,424.886,0.00361513,1.3963801138,353.84,,
0x8cee86342ef70f1409991e85595651581be74e282b1e5905ae72eb90b7ae4a9b,10998626,1601939408,2020-10-05 23:10:08,0x8146744bacd5d9aef17c3ea250589f235ccd3fa9,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.0088389,3.414113514,353.84,,
0xc8528a5b1b7c5be5bf9b7d0efc5b147d174be1504be35fd446866501a4789460,10998631,1601939457,2020-10-05 23:10:57,0x192fec3528f5e81f798f65d2e0bcf7694c322ab6,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00129,0.4982754,353.84,Error(0),Out of gas
0xcbba4e3036d614bd7b0bd2dcf4cb00a686ea99a0de5d0977971f0e3aaa1eddbd,10998637,1601939507,2020-10-05 23:11:47,0x192fec3528f5e81f798f65d2e0bcf7694c322ab6,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00736575,2.845094595,353.84,,
0xe41f7919341a21f38561938d6961a355b75ce910830da3e3fd42d3db6d193ef4,10998639,1601939538,2020-10-05 23:12:18,0xc6c36a6c6209c57c87cb916899f2d108e762ce5c,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00569618,2.2002064868,353.84,,
0xe882da1fea7e3260578fdd857a4b87532b77136d06bfd097facf8e6ebee2dc10,10998639,1601939538,2020-10-05 23:12:18,0x31626f76e2a1eb042ace0a84034294a5bd99161a,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00549976,2.1243372976,353.84,,
0xfde90e2bb40e8fae1094aae65f2a0585c2e25ea450978aceed9e431da1c935c0,10998758,1601940967,2020-10-05 23:36:07,0xc7018c4de66b678393e7a61aca3560a2fa2bf9b0,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00520513,2.0105335138,353.84,,
0x7a1dde41d7f41b56b5f8b28413d557ba7bb1b6484ec4761cfabb853ea63cd291,10998789,1601941469,2020-10-05 23:44:29,0xae4076912111a01da810fbfe8cbd9ce0b881ff78,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00599081,2.3140102706,353.84,,
0x2b94cb23e8c0230944a42a63bb7fee42442a9d64d8375075a0c6472be5560b65,10998798,1601941555,2020-10-05 23:45:55,0xc1ee92d85e2bce52c26f67552a88bee8266f63af,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.05,0,19.313,0.005794389999902,2.23814108136207,353.84,,
0xe7b1590925fa44ae878077cf0021b194f1c001c8a9f621258838cc208c5ec67e,10998820,1601941875,2020-10-05 23:51:15,0x8ce0ffa9a232ebb8f1ece9ae44662d75cc25b84d,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00416081,1.6071544706,353.84,,
0x50cbecf516bd3f046169d385ed1e34dad075a6f457937d615d2efb921f2ac6a5,10998835,1601942124,2020-10-05 23:55:24,0xd2b912af3314352a11606ac669e745f2fe736a07,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00618723,2.3898794598,353.84,,
0xd2ae1881824b7f7ba95c92dc9da8582645f5cd54f9c6a4b8fa0943c37f91e1e1,10998848,1601942300,2020-10-05 23:58:20,0xb6fc50e1bc725f0ab13c265d4453c78ab45f92b7,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,11,0,4248.86,0.001281,0.49479906,353.84,Error(0),Out of gas
0x833085fc44ec3ed0542eafc23a460e590dc6f974241090ec5189bace57b50246,10998853,1601942396,2020-10-05 23:59:56,0xb6fc50e1bc725f0ab13c265d4453c78ab45f92b7,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,11,0,4248.86,0.007007319,2.70664703694,353.84,Error(0),Reverted
0xe7d5ad25c183112db26d93ffcd8350e6564707b2e170915312919a451127f8f9,10998854,1601942411,2020-10-06 00:00:11,0x90777294a457dde6f7d297f66ccf30e1ad728997,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.0047747,1.844275622,340.85,,
0xf19fbf1b421ea4b3974ab00df192329aba5f6c5e5f419682e76d976e8a8387f2,10998860,1601942515,2020-10-06 00:01:55,0xb6fc50e1bc725f0ab13c265d4453c78ab45f92b7,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,11,0,4248.86,0.007007319,2.70664703694,340.85,Error(0),Reverted
0xd05ed99c0c8da7e9237a4b5377b71465c5b28dd57309fc96189af14e34bfa0f3,10998873,1601942682,2020-10-06 00:04:42,0xb6fc50e1bc725f0ab13c265d4453c78ab45f92b7,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,11,0,4248.86,0.006993,2.70111618,340.85,Error(0),Out of gas
0xd4aa23736c286d70003d95a31633785966d2ee287c6123f47ee8c23f435f10bc,10998901,1601943143,2020-10-06 00:12:23,0x706627e3e75b0603c4b6f9a1ebbfc635da712747,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00766038,2.9588983788,340.85,,
0x397e47058ceecd61580b58a6aed076f4fccf58e79f58f344b419309b655fbfea,10998911,1601943232,2020-10-06 00:13:52,0x08c92f1087fd9f15122389d40006263ecc214742,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,5,0,1931.3,0.00716933,2.7692254058,340.85,,
0x9033c6c3e6e611ecfbf46f265fd65765988b0650f52469a5f18c06eab6fbf4f3,10998919,1601943289,2020-10-06 00:14:49,0x92f3766b5213569939be41a2185396ed5f359806,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,10,0,3862.6,0.00697291,2.6933562166,340.85,,
0xaf5cfdf6b0498803bfe72957cfbb9cb60626b8a459cf10532e9c1069dc515310,10998946,1601943633,2020-10-06 00:20:33,0x8e7c869c3ea55f4701826494cc83d15885c06df6,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.0078568,3.034767568,340.85,,
0x0095d49269340bf1a3f3c2f8b42d289be7fd7222851680488b57a2098186c399,10998948,1601943677,2020-10-06 00:21:17,0x6885fe733b0a3452589451be604f6157c690b719,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.0078568,3.034767568,340.85,,
0x896347832e231e15de6a6913b7ee45045654f94d36220c8290f249d2b5052375,10999024,1601944864,2020-10-06 00:41:04,0xb163dd4cd9ac6ad8e144d79b1b12e76f60a68e21,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,3,0,1158.78,0.00559322,2.1604371572,340.85,,
0x0da267ab0b908c2fdc2b61046af6affaf6a704b435fe6d14a0e97346d157faf5,10999093,1601945712,2020-10-06 00:55:12,0xc6677293117c63a78b7598272719a0d8fa3e2ef4,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00844606,3.2623751356,340.85,,
0x39b17889b5fa9432b79899f30c6d6c53f704b399bd156e8ca15d4ab655605319,10999116,1601945968,2020-10-06 00:59:28,0xc00696aaa55cdd53eb25e83ccf23552db5004748,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,16,0,6180.16,0.00707112,2.7312908112,340.85,,
0x71ab57c71a94fc3c4b141fd79730c95afaa114d76dee1794ecd47d9d0ef5ccaf,10999165,1601946502,2020-10-06 01:08:22,0x143ab1c8d7afb0a6eeb90060cb6b59c6b9867aac,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,8,0,3090.08,0.007097419137351,2.74144911599327,340.85,,
0xf245a4f876bf485e545516ee81a64e9be935404dbf5957af6c0b5a5038919ab8,10999171,1601946602,2020-10-06 01:10:02,0x42147ee918238fdff257a15fa758944d6b870b6a,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,5,0,1931.3,0.02180262,8.4214800012,340.85,,
0xc34482d5adb6d3d6fd1fecc3e1f78862911211ec87bb9e4b176a50620ca47911,10999193,1601946941,2020-10-06 01:15:41,0xab6e1938d982dbde84a1f4af0e268ac1c3113f99,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00540155,2.086402703,340.85,,
0x82db7bcf8b1bee54a2c5bb464a81f3cefca214010b9f07bb78066048895881b1,10999307,1601948474,2020-10-06 01:41:14,0x96e9f8011a77f1219fd178211af5fe6f06bb4b26,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00795501,3.0727021626,340.85,,
0x751675e185c4bcb2134a63412db904519dc9316e1a3c827d30a635667cf9b815,10999336,1601948937,2020-10-06 01:48:57,0x76282487b261fa242be2b62d7ed5678f25013e72,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.0078568,3.034767568,340.85,,
0x544ea8b034c3ffbf30fe69306a6c7064b107df8ec4ebaf269df3b9ad074f80d6,10999339,1601948962,2020-10-06 01:49:22,0xa5d0398caf862125d94314f0494662e857080680,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.006858202709145,2.64904937843448,340.85,,
0x443edc6e3ef8aaa889d47eb1693213ce69f641d78aa02be5460f2c1bcc229cb8,10999365,1601949410,2020-10-06 01:56:50,0x4127181651b5d5143165f0baabe51fbe8cf075d1,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00834785,3.224440541,340.85,,
0xae6c5202f3d1d086b2d11fbfbaba253006bacbda93927d7d032f511ae0b7927f,10999414,1601950184,2020-10-06 02:09:44,0xb1776c152080228214c2e84e39a93311ff3c03c1,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,30,0,11587.8,0.00824964,3.1865059464,340.85,,
0x7da5fd0f414f2f370dfcf13b56fbcfb2bade81b509fe2119eafaa363dca2ac5a,10999432,1601950354,2020-10-06 02:12:34,0xc05586e0d32894564409914a16a4b96018dca5cd,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.2378,0,478.112628,0.005252170099518,2.02870322263997,340.85,,
0xa93f9eb9920d740ec45ee2e340811a3a3e5283adb8aa087d73ce90e9037f6896,10999433,1601950363,2020-10-06 02:12:43,0x9d7f41c1c1eda6fab4cfa44246065b299873ff01,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,4,0,1545.04,0.007562170143288,2.92096383954657,340.85,,
0xfdbb02f5441f4a69999e750e740677374f32437ba89b4fe47c1311e03f90e641,10999466,1601950912,2020-10-06 02:21:52,0x776ce1769dcd53f80537a1466a7ff7436f0d4e79,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00834785,3.224440541,340.85,,
0x7ac20dcee6279bca1ebb4f50d1463ed15d78f729eda01bb06e74b9451181b366,10999498,1601951396,2020-10-06 02:29:56,0xe2dd3265968eb8cf0b47006ded2b1d95977c388b,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,9,0,3476.34,0.00844606,3.2623751356,340.85,,
0xdfec094797c90814ccc8a473c8904ff88e9fdd75898bc927370d825bf109fc65,10999557,1601952114,2020-10-06 02:41:54,0x2b61ba13238900fa7c371d9e38afe72253a6875e,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.13,0,436.4738,0.01031205,3.983132433,340.85,,
0x84c108434210bd803607f5bce46b3e272a2632865bc98706652ded268ec45566,10999604,1601952692,2020-10-06 02:51:32,0x26b25f4536e349235d4d67fd997ecce368c00248,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,22,0,8497.72,0.00600248,2.3185179248,340.85,,
0xb953ccbab3d0745aa73a3661476e2fc49a51dbee83f1090bf0a856594789247f,10999608,1601952765,2020-10-06 02:52:45,0xf84d3002586330fa2e18a0ee8fe927b957029423,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.993,0,769.81618,0.0042572054395,1.64438817306133,340.85,,
0xfc81853d3278bc3d403d828ac37c361d7ce9abfda0cc0092f0c182b547b1ac66,10999648,1601953164,2020-10-06 02:59:24,0xb1776c152080228214c2e84e39a93311ff3c03c1,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2.5,0,965.65,0.00634353,2.4502518978,340.85,,
0xdc0ce545834486ca8e78c6b2f08d07dde9a963c72d4339784409d6e1a06c20b9,10999667,1601953478,2020-10-06 03:04:38,0xaa5586f16fc3facaca47aec570c26462edeb1d2f,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00923174,3.5658518924,340.85,,
0x429e79edb48d2ef8ac68a1b5f9806318de18434d8a2617d738c8a1dd1f898847,10999705,1601954095,2020-10-06 03:14:55,0x8f269643666ef3bad6ff10987543e3ef1d4cc5c2,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,50,0,19313,0.00874069,3.3761789194,340.85,,
0x645f452b8cd051479869f80cb13973acc5f51d4c8c1b28715d6d23921bddd9fe,10999722,1601954272,2020-10-06 03:17:52,0x212c5ae33f8668b700c62ee90b146f043a1eaee8,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.125,0,48.2825,0.00481229,1.8587951354,340.85,,
0x29b23a48bef2bd42f39ad6acdcfa9fd1a98c4ed2fd12e732363ec360e2001ef2,10999761,1601954850,2020-10-06 03:27:30,0x698adbf4c0021b21f35ef5f718d69621289f64a2,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2.83,0,1093.1158,0.00697291,2.6933562166,340.85,,
0x901210c7c438eca5ae05b031548f1c37b7dd98aaae9d6f7730913ecc9c3a8f53,10999764,1601954881,2020-10-06 03:28:01,0xaa5586f16fc3facaca47aec570c26462edeb1d2f,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.7,0,270.382,0.00600248,2.3185179248,340.85,,
0x268ac60ffeb5825adcdc21837860f20d4417719aea7426ae603bc6d6c2100eb5,10999767,1601954955,2020-10-06 03:29:15,0x3a51b724bf7badf5e95e19a212658946999df258,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00443365,1.712541649,340.85,,
0x54c05e9c3665d0217be9d2f0759972b55691dbe1bfbeee6714292e15371eba41,10999771,1601954978,2020-10-06 03:29:38,0x78f3f9201b20378127f30d67bcf416627ccdd3d6,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,59,0,22789.34,0.00864248,3.3382443248,340.85,,
0x7ccbcaa4130a4c786ab36478ae5bea9d7991ebf5926750e91a36e87c52f94e0b,10999777,1601955052,2020-10-06 03:30:52,0xbbd13f8da498e62c37932e4cfffceb77dead14f5,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00436544,1.6861948544,340.85,,
0x593ad2d36bf5cbddcf5daf4430edc7eb1db6742a60c1bb05dd454f1228564019,10999786,1601955244,2020-10-06 03:34:04,0x735636618a390a769853ea07bc13447683d2015c,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00864248,3.3382443248,340.85,,
0xc653a6cac9ace034b3ccbcbe008ff8ba0d96b3b8d5285d21bfdb46a5d8d9ddaa,10999788,1601955273,2020-10-06 03:34:33,0xfe9120637b5123972ad69f65fafddb476860fb81,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00450976205647,1.74194069193219,340.85,,
0xf932ea4242bfc466c7662a05361e4a192db43df17fe1ddbc807a18f4d1cd16e8,10999841,1601956014,2020-10-06 03:46:54,0xfee446599d14f8593036d1607b409148600696fe,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.005303340143288,2.04846816374657,340.85,,
0xbb0b053d4351370165341c61c08935ce23e56fd3e32184ab8e5ce33e01a4514f,10999852,1601956126,2020-10-06 03:48:46,0x9ad09a0f19625f531c6564e4a2ad90cf366d1414,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.4243,0,163.890118,0.00471408,1.8208605408,340.85,,
0x74e1705af14b22b3ee4f092c975d195b8c1bbdf60e6b243464338a52d029e1e4,10999868,1601956361,2020-10-06 03:52:41,0xc0bd9b6571a91fd79184a6f01913634438bbdd61,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00520513,2.0105335138,340.85,,
0xc6ac538cbd11bf289147f0be5f7a33a2e0b07432f757adcaeec711b715a43470,10999878,1601956428,2020-10-06 03:53:48,0x48ee69490345c7080240db090e65a4ae1049e16a,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,3,0,1158.78,0.00628544,2.4278140544,340.85,,
0xef9162cd7dd08bf5cad2e8cc1de578ebd6a9a16da429f898061e8a4399e4f327,10999885,1601956518,2020-10-06 03:55:18,0x4946dc7593e082c0777878ab8999c7f3d35e5e0c,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,50,0,19313,0.006039915,2.3329775679,340.85,,
0x33a30fb2bc041ea6af71bc5b1a0578c01000a3b9c84399cde3de1fc7fc057e1b,10999886,1601956523,2020-10-06 03:55:23,0xb4c886cc6f0ad8ed95e07e47a1ddc33dd5381a62,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,38,0,14677.88,0.00333914,1.2897762164,340.85,,
0x92ec45d125dd1ed5e20f694749b23db6f6c478a316d520c4e5e586b89ccd0900,10999893,1601956595,2020-10-06 03:56:35,0x44ea6f4805b92b14951c109fed1ef55d6fa6d084,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,5,0,1931.3,0.0147315,5.69018919,340.85,,
0x650dedff38603e0afedf3563281127355147303f6b43e7883d8a467fe58a856f,10999894,1601956613,2020-10-06 03:56:53,0x89c9beafe0f634c24bc1ab6c2158782ff20bace9,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,3,0,1158.78,0.002455560099518,0.948484644039973,340.85,,
